id,transactions
647,"[{'order_id': 3431, 'purchase_value': 43.37, 'discount_value': 4.34, 'applies_discount': True}, {'order_id': 3432, 'purchase_value': 42.96, 'discount_value': 4.3, 'applies_discount': True}]"
648,"[{'order_id': 3433, 'purchase_value': 84.95, 'discount_value': 8.5, 'applies_discount': True}, {'order_id': 3434, 'purchase_value': 141.48, 'discount_value': 14.15, 'applies_discount': True}, {'order_id': 3435, 'purchase_value': 23.51, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3436, 'purchase_value': 134.59, 'discount_value': 13.46, 'applies_discount': True}]"
649,"[{'order_id': 3437, 'purchase_value': 120.44, 'discount_value': 12.04, 'applies_discount': True}, {'order_id': 3438, 'purchase_value': 139.36, 'discount_value': 13.94, 'applies_discount': True}, {'order_id': 3439, 'purchase_value': 127.76, 'discount_value': 12.78, 'applies_discount': True}, {'order_id': 3440, 'purchase_value': 190.08, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3441, 'purchase_value': 173.39, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3442, 'purchase_value': 144.58, 'discount_value': 14.46, 'applies_discount': True}, {'order_id': 3443, 'purchase_value': 54.13, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3444, 'purchase_value': 36.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3445, 'purchase_value': 52.01, 'discount_value': 5.2, 'applies_discount': True}, {'order_id': 3446, 'purchase_value': 64.57, 'discount_value': 6.46, 'applies_discount': True}]"
650,"[{'order_id': 3447, 'purchase_value': 105.24, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3448, 'purchase_value': 129.5, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3449, 'purchase_value': 18.79, 'discount_value': 1.88, 'applies_discount': True}, {'order_id': 3450, 'purchase_value': 171.58, 'discount_value': 17.16, 'applies_discount': True}, {'order_id': 3451, 'purchase_value': 10.37, 'discount_value': 1.04, 'applies_discount': True}, {'order_id': 3452, 'purchase_value': 178.27, 'discount_value': 17.83, 'applies_discount': True}, {'order_id': 3453, 'purchase_value': 74.43, 'discount_value': 7.44, 'applies_discount': True}, {'order_id': 3454, 'purchase_value': 55.3, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3455, 'purchase_value': 199.49, 'discount_value': 19.95, 'applies_discount': True}]"
651,"[{'order_id': 3456, 'purchase_value': 72.77, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3457, 'purchase_value': 195.3, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3458, 'purchase_value': 158.06, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3459, 'purchase_value': 66.83, 'discount_value': 6.68, 'applies_discount': True}, {'order_id': 3460, 'purchase_value': 94.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3461, 'purchase_value': 71.25, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3462, 'purchase_value': 135.07, 'discount_value': 0.0, 'applies_discount': False}]"
652,"[{'order_id': 3463, 'purchase_value': 144.17, 'discount_value': 14.42, 'applies_discount': True}, {'order_id': 3464, 'purchase_value': 45.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3465, 'purchase_value': 69.58, 'discount_value': 0.0, 'applies_discount': False}]"
653,"[{'order_id': 3466, 'purchase_value': 155.09, 'discount_value': 0.0, 'applies_discount': False}]"
654,"[{'order_id': 3467, 'purchase_value': 27.69, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3468, 'purchase_value': 30.71, 'discount_value': 3.07, 'applies_discount': True}, {'order_id': 3469, 'purchase_value': 57.38, 'discount_value': 5.74, 'applies_discount': True}, {'order_id': 3470, 'purchase_value': 79.36, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3471, 'purchase_value': 178.08, 'discount_value': 17.81, 'applies_discount': True}, {'order_id': 3472, 'purchase_value': 179.84, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3473, 'purchase_value': 55.5, 'discount_value': 0.0, 'applies_discount': False}]"
655,"[{'order_id': 3474, 'purchase_value': 43.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3475, 'purchase_value': 96.55, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3476, 'purchase_value': 15.84, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3477, 'purchase_value': 185.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3478, 'purchase_value': 172.84, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3479, 'purchase_value': 155.21, 'discount_value': 15.52, 'applies_discount': True}, {'order_id': 3480, 'purchase_value': 150.97, 'discount_value': 15.1, 'applies_discount': True}]"
656,"[{'order_id': 3481, 'purchase_value': 187.25, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3482, 'purchase_value': 158.91, 'discount_value': 15.89, 'applies_discount': True}, {'order_id': 3483, 'purchase_value': 55.13, 'discount_value': 5.51, 'applies_discount': True}, {'order_id': 3484, 'purchase_value': 179.73, 'discount_value': 17.97, 'applies_discount': True}, {'order_id': 3485, 'purchase_value': 110.33, 'discount_value': 11.03, 'applies_discount': True}, {'order_id': 3486, 'purchase_value': 46.99, 'discount_value': 4.7, 'applies_discount': True}, {'order_id': 3487, 'purchase_value': 182.78, 'discount_value': 0.0, 'applies_discount': False}]"
657,"[{'order_id': 3488, 'purchase_value': 79.09, 'discount_value': 7.91, 'applies_discount': True}, {'order_id': 3489, 'purchase_value': 36.15, 'discount_value': 3.62, 'applies_discount': True}, {'order_id': 3490, 'purchase_value': 43.59, 'discount_value': 4.36, 'applies_discount': True}, {'order_id': 3491, 'purchase_value': 17.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3492, 'purchase_value': 194.11, 'discount_value': 19.41, 'applies_discount': True}, {'order_id': 3493, 'purchase_value': 75.77, 'discount_value': 7.58, 'applies_discount': True}, {'order_id': 3494, 'purchase_value': 76.05, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3495, 'purchase_value': 53.91, 'discount_value': 5.39, 'applies_discount': True}, {'order_id': 3496, 'purchase_value': 143.15, 'discount_value': 14.32, 'applies_discount': True}]"
658,"[{'order_id': 3497, 'purchase_value': 19.02, 'discount_value': 1.9, 'applies_discount': True}, {'order_id': 3498, 'purchase_value': 49.46, 'discount_value': 4.95, 'applies_discount': True}]"
659,"[{'order_id': 3499, 'purchase_value': 80.91, 'discount_value': 8.09, 'applies_discount': True}, {'order_id': 3500, 'purchase_value': 192.0, 'discount_value': 19.2, 'applies_discount': True}, {'order_id': 3501, 'purchase_value': 12.43, 'discount_value': 1.24, 'applies_discount': True}, {'order_id': 3502, 'purchase_value': 70.96, 'discount_value': 7.1, 'applies_discount': True}, {'order_id': 3503, 'purchase_value': 124.0, 'discount_value': 0.0, 'applies_discount': False}]"
660,"[{'order_id': 3504, 'purchase_value': 116.51, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3505, 'purchase_value': 191.1, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3506, 'purchase_value': 61.3, 'discount_value': 6.13, 'applies_discount': True}, {'order_id': 3507, 'purchase_value': 117.49, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3508, 'purchase_value': 44.22, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3509, 'purchase_value': 154.43, 'discount_value': 0.0, 'applies_discount': False}]"
661,"[{'order_id': 3510, 'purchase_value': 31.11, 'discount_value': 3.11, 'applies_discount': True}, {'order_id': 3511, 'purchase_value': 196.13, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3512, 'purchase_value': 155.24, 'discount_value': 15.52, 'applies_discount': True}, {'order_id': 3513, 'purchase_value': 43.82, 'discount_value': 4.38, 'applies_discount': True}, {'order_id': 3514, 'purchase_value': 147.87, 'discount_value': 14.79, 'applies_discount': True}, {'order_id': 3515, 'purchase_value': 74.96, 'discount_value': 7.5, 'applies_discount': True}]"
662,"[{'order_id': 3516, 'purchase_value': 10.86, 'discount_value': 1.09, 'applies_discount': True}, {'order_id': 3517, 'purchase_value': 97.59, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3518, 'purchase_value': 20.78, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3519, 'purchase_value': 56.02, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3520, 'purchase_value': 65.57, 'discount_value': 6.56, 'applies_discount': True}, {'order_id': 3521, 'purchase_value': 191.89, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3522, 'purchase_value': 86.44, 'discount_value': 0.0, 'applies_discount': False}]"
663,"[{'order_id': 3523, 'purchase_value': 172.35, 'discount_value': 17.23, 'applies_discount': True}, {'order_id': 3524, 'purchase_value': 187.16, 'discount_value': 18.72, 'applies_discount': True}]"
664,"[{'order_id': 3525, 'purchase_value': 121.89, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3526, 'purchase_value': 73.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3527, 'purchase_value': 161.32, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3528, 'purchase_value': 107.28, 'discount_value': 10.73, 'applies_discount': True}, {'order_id': 3529, 'purchase_value': 158.72, 'discount_value': 15.87, 'applies_discount': True}, {'order_id': 3530, 'purchase_value': 60.69, 'discount_value': 6.07, 'applies_discount': True}, {'order_id': 3531, 'purchase_value': 86.5, 'discount_value': 8.65, 'applies_discount': True}, {'order_id': 3532, 'purchase_value': 44.82, 'discount_value': 4.48, 'applies_discount': True}, {'order_id': 3533, 'purchase_value': 197.5, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3534, 'purchase_value': 94.71, 'discount_value': 0.0, 'applies_discount': False}]"
665,"[{'order_id': 3535, 'purchase_value': 164.18, 'discount_value': 16.42, 'applies_discount': True}, {'order_id': 3536, 'purchase_value': 16.53, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3537, 'purchase_value': 106.0, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3538, 'purchase_value': 114.65, 'discount_value': 11.47, 'applies_discount': True}, {'order_id': 3539, 'purchase_value': 74.53, 'discount_value': 7.45, 'applies_discount': True}, {'order_id': 3540, 'purchase_value': 56.57, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3541, 'purchase_value': 20.9, 'discount_value': 2.09, 'applies_discount': True}, {'order_id': 3542, 'purchase_value': 24.91, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3543, 'purchase_value': 69.61, 'discount_value': 6.96, 'applies_discount': True}, {'order_id': 3544, 'purchase_value': 178.06, 'discount_value': 17.81, 'applies_discount': True}]"
666,"[{'order_id': 3545, 'purchase_value': 113.09, 'discount_value': 11.31, 'applies_discount': True}, {'order_id': 3546, 'purchase_value': 49.43, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3547, 'purchase_value': 197.51, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3548, 'purchase_value': 75.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3549, 'purchase_value': 173.51, 'discount_value': 0.0, 'applies_discount': False}]"
667,"[{'order_id': 3550, 'purchase_value': 156.54, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3551, 'purchase_value': 157.54, 'discount_value': 15.75, 'applies_discount': True}, {'order_id': 3552, 'purchase_value': 191.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3553, 'purchase_value': 87.33, 'discount_value': 8.73, 'applies_discount': True}, {'order_id': 3554, 'purchase_value': 60.83, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3555, 'purchase_value': 194.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3556, 'purchase_value': 188.0, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3557, 'purchase_value': 131.96, 'discount_value': 13.2, 'applies_discount': True}, {'order_id': 3558, 'purchase_value': 138.7, 'discount_value': 13.87, 'applies_discount': True}]"
668,"[{'order_id': 3559, 'purchase_value': 32.68, 'discount_value': 3.27, 'applies_discount': True}, {'order_id': 3560, 'purchase_value': 155.09, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3561, 'purchase_value': 36.61, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3562, 'purchase_value': 155.14, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3563, 'purchase_value': 153.7, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3564, 'purchase_value': 19.81, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3565, 'purchase_value': 160.58, 'discount_value': 16.06, 'applies_discount': True}, {'order_id': 3566, 'purchase_value': 161.88, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3567, 'purchase_value': 46.81, 'discount_value': 0.0, 'applies_discount': False}]"
669,"[{'order_id': 3568, 'purchase_value': 35.25, 'discount_value': 3.53, 'applies_discount': True}, {'order_id': 3569, 'purchase_value': 104.38, 'discount_value': 10.44, 'applies_discount': True}, {'order_id': 3570, 'purchase_value': 157.16, 'discount_value': 15.72, 'applies_discount': True}, {'order_id': 3571, 'purchase_value': 137.97, 'discount_value': 13.8, 'applies_discount': True}]"
670,"[{'order_id': 3572, 'purchase_value': 105.8, 'discount_value': 10.58, 'applies_discount': True}, {'order_id': 3573, 'purchase_value': 161.77, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3574, 'purchase_value': 143.62, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3575, 'purchase_value': 157.03, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3576, 'purchase_value': 186.99, 'discount_value': 18.7, 'applies_discount': True}, {'order_id': 3577, 'purchase_value': 83.49, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3578, 'purchase_value': 125.6, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3579, 'purchase_value': 149.31, 'discount_value': 0.0, 'applies_discount': False}]"
671,"[{'order_id': 3580, 'purchase_value': 136.38, 'discount_value': 13.64, 'applies_discount': True}, {'order_id': 3581, 'purchase_value': 104.83, 'discount_value': 10.48, 'applies_discount': True}, {'order_id': 3582, 'purchase_value': 66.1, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3583, 'purchase_value': 65.61, 'discount_value': 6.56, 'applies_discount': True}, {'order_id': 3584, 'purchase_value': 158.91, 'discount_value': 15.89, 'applies_discount': True}, {'order_id': 3585, 'purchase_value': 57.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3586, 'purchase_value': 163.81, 'discount_value': 16.38, 'applies_discount': True}, {'order_id': 3587, 'purchase_value': 39.64, 'discount_value': 3.96, 'applies_discount': True}]"
672,"[{'order_id': 3588, 'purchase_value': 65.63, 'discount_value': 6.56, 'applies_discount': True}, {'order_id': 3589, 'purchase_value': 34.82, 'discount_value': 0.0, 'applies_discount': False}]"
673,"[{'order_id': 3590, 'purchase_value': 19.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3591, 'purchase_value': 197.26, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3592, 'purchase_value': 153.1, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3593, 'purchase_value': 198.45, 'discount_value': 0.0, 'applies_discount': False}]"
674,"[{'order_id': 3594, 'purchase_value': 16.58, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3595, 'purchase_value': 140.75, 'discount_value': 14.08, 'applies_discount': True}, {'order_id': 3596, 'purchase_value': 141.13, 'discount_value': 14.11, 'applies_discount': True}, {'order_id': 3597, 'purchase_value': 88.83, 'discount_value': 0.0, 'applies_discount': False}]"
675,"[{'order_id': 3598, 'purchase_value': 129.99, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3599, 'purchase_value': 183.77, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3600, 'purchase_value': 105.14, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3601, 'purchase_value': 87.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3602, 'purchase_value': 110.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3603, 'purchase_value': 139.0, 'discount_value': 13.9, 'applies_discount': True}, {'order_id': 3604, 'purchase_value': 52.26, 'discount_value': 0.0, 'applies_discount': False}]"
